Date,sentiment_mean,article_count
2022-04-29,0.0,2
2022-04-30,1.0,1
2022-05-01,0.6,5
2022-05-02,0.0,1
2022-05-03,0.25,8
2022-05-04,-1.0,2
2022-05-05,-0.625,8
2022-05-06,-0.4,5
2022-05-07,1.0,3
2022-05-08,0.0,3
2022-05-09,0.7,10
2022-05-10,-0.5,4
2022-05-11,0.3333333333333333,6
2022-05-12,0.4444444444444444,9
2022-05-13,0.0,1
2022-05-15,1.0,1
2022-05-16,0.3333333333333333,3
2022-05-17,0.4,5
2022-05-18,0.3333333333333333,6
2022-05-19,0.2,5
2022-05-20,1.0,1
2022-05-21,0.0,1
2022-05-22,0.2,10
2022-05-23,0.2727272727272727,11
2022-05-24,0.6666666666666666,9
2022-05-25,-0.11428571428571428,35
2022-05-26,0.6666666666666666,9
2022-05-27,0.4,5
2022-05-28,0.0,2
2022-05-29,-0.3333333333333333,3
2022-05-30,0.6666666666666666,6
2022-05-31,0.875,8
2022-06-01,0.75,8
2022-06-02,0.42857142857142855,7
2022-06-03,-0.3333333333333333,3
2022-06-04,1.0,1
2022-06-06,0.7142857142857143,7
2022-06-07,1.0,2
2022-06-08,0.3333333333333333,3
2022-06-09,-0.3333333333333333,3
2022-06-10,0.3333333333333333,3
2022-06-12,-0.25,4
2022-06-13,0.6666666666666666,6
2022-06-14,0.0,2
2022-06-15,0.0,7
2022-06-16,0.0,2
2022-06-20,0.6666666666666666,6
2022-06-21,0.5714285714285714,7
2022-06-22,1.0,1
2022-06-23,-0.16666666666666666,6
2022-06-24,0.2,5
2022-06-25,1.0,1
2022-06-26,0.6,5
2022-06-27,0.25,8
2022-06-28,0.05555555555555555,18
2022-06-29,-0.08333333333333333,12
2022-06-30,-0.4,10
2022-07-01,-1.0,1
2022-07-02,0.0,2
2022-07-04,0.3333333333333333,3
2022-07-05,0.8,5
2022-07-06,0.75,8
2022-07-07,0.0,2
2022-07-08,0.3333333333333333,3
2022-07-09,1.0,1
2022-07-10,1.0,1
2022-07-11,0.14285714285714285,7
2022-07-12,-0.16666666666666666,6
2022-07-13,-0.375,8
2022-07-14,0.75,4
2022-07-15,-0.3333333333333333,3
2022-07-16,1.0,1
2022-07-17,0.4444444444444444,9
2022-07-18,0.7777777777777778,9
2022-07-19,1.0,8
2022-07-20,1.0,4
2022-07-21,1.0,2
2022-07-22,0.3333333333333333,3
2022-07-23,0.0,1
2022-07-24,0.5,6
2022-07-25,0.3333333333333333,3
2022-07-26,0.3333333333333333,9
2022-07-27,0.14285714285714285,7
2022-07-28,0.5,2
2022-07-29,1.0,1
2022-07-31,1.0,3
2022-08-01,0.5,4
2022-08-02,1.0,2
2022-08-03,0.0,3
2022-08-04,1.0,1
2022-08-06,1.0,1
2022-08-07,-0.43333333333333335,30
2022-08-08,-0.44,25
2022-08-09,-0.3333333333333333,6
2022-08-10,0.75,4
2022-08-11,0.5,4
2022-08-12,1.0,2
2022-08-13,0.6666666666666666,3
2022-08-14,0.3333333333333333,6
2022-08-15,0.6666666666666666,3
2022-08-16,-0.14285714285714285,7
2022-08-17,-0.5,2
2022-08-18,-0.1,10
2022-08-19,0.3333333333333333,3
2022-08-21,0.08333333333333333,12
2022-08-22,-0.2222222222222222,9
2022-08-23,-0.5454545454545454,11
2022-08-24,-0.42424242424242425,33
2022-08-25,-0.4444444444444444,9
2022-08-26,0.5,2
2022-08-27,0.5,2
2022-08-28,0.14285714285714285,7
2022-08-29,0.2,5
2022-08-30,0.3333333333333333,6
2022-08-31,-0.5813953488372093,43
2022-09-01,-0.16666666666666666,18
2022-09-02,0.0,5
2022-09-03,1.0,3
2022-09-04,-0.25,4
2022-09-05,-0.16666666666666666,12
2022-09-06,0.6666666666666666,6
2022-09-07,-0.14285714285714285,7
2022-09-08,0.2857142857142857,7
2022-09-09,-0.3333333333333333,3
2022-09-10,1.0,1
2022-09-11,-0.75,4
2022-09-12,-0.1,10
2022-09-13,0.1,10
2022-09-14,0.6666666666666666,3
2022-09-15,-0.16666666666666666,6
2022-09-16,0.6666666666666666,3
2022-09-17,1.0,2
2022-09-18,-0.6,5
2022-09-19,0.3,30
2022-09-20,0.5,16
2022-09-21,0.0,6
2022-09-22,0.0,9
2022-09-23,0.16666666666666666,6
2022-09-24,-0.5,2
2022-09-25,0.0,1
2022-09-26,0.125,8
2022-09-27,0.6666666666666666,6
2022-09-28,0.2857142857142857,7
2022-09-29,0.2,5
2022-09-30,0.0,1
2022-10-01,1.0,2
2022-10-02,0.4,5
2022-10-03,0.1,10
2022-10-04,0.3,10
2022-10-05,1.0,2
2022-10-06,-0.14285714285714285,7
2022-10-07,0.0,1
2022-10-08,1.0,1
2022-10-09,-0.6666666666666666,6
2022-10-10,-0.7142857142857143,7
2022-10-11,0.14285714285714285,14
2022-10-12,1.0,4
2022-10-13,-0.25,4
2022-10-14,0.0,2
2022-10-15,1.0,2
2022-10-16,0.5,6
2022-10-17,0.3333333333333333,9
2022-10-18,0.5,4
2022-10-19,1.0,4
2022-10-20,0.6,5
2022-10-21,0.3333333333333333,3
2022-10-22,0.0,1
2022-10-23,0.0,1
2022-10-24,0.25,4
2022-10-25,1.0,2
2022-10-26,0.5555555555555556,9
2022-10-27,1.0,3
2022-10-28,1.0,1
2022-10-29,1.0,1
2022-10-30,1.0,2
2022-10-31,0.0,2
2022-11-01,0.2,5
2022-11-02,1.0,1
2022-11-03,0.5,2
2022-11-04,1.0,1
2022-11-06,0.6666666666666666,3
2022-11-07,0.6153846153846154,13
2022-11-08,-0.3333333333333333,3
2022-11-09,0.7142857142857143,7
2022-11-10,0.375,8
2022-11-11,0.5,2
2022-11-12,0.0,1
2022-11-13,0.0,6
2022-11-14,0.0,6
2022-11-15,0.375,16
2022-11-16,-0.08333333333333333,36
2022-11-17,0.3333333333333333,3
2022-11-18,-1.0,1
2022-11-19,1.0,1
2022-11-20,0.5,2
2022-11-21,0.5,8
2022-11-22,0.25,4
2022-11-23,1.0,1
2022-11-24,1.0,2
2022-11-25,0.6666666666666666,3
2022-11-26,0.6666666666666666,3
2022-11-27,0.5,2
2022-11-28,1.0,1
2022-11-29,0.5714285714285714,7
2022-11-30,1.0,4
2022-12-01,0.0,3
2022-12-02,0.25,4
2022-12-03,1.0,1
2022-12-04,0.0,2
2022-12-05,0.5,4
2022-12-06,0.0,4
2022-12-07,0.0,4
2022-12-08,1.0,1
2022-12-09,0.0,1
2022-12-11,0.8,5
2022-12-12,1.0,3
2022-12-13,-0.3333333333333333,3
2022-12-14,0.16666666666666666,6
2022-12-15,0.4444444444444444,9
2022-12-16,0.6,5
2022-12-18,0.5,2
2022-12-19,0.5,2
2022-12-20,0.75,4
2022-12-21,-0.25,8
2022-12-22,0.42857142857142855,7
2022-12-23,-1.0,1
2022-12-24,1.0,1
2022-12-25,-0.3333333333333333,3
2022-12-26,0.0,3
2022-12-27,0.16666666666666666,6
2022-12-29,1.0,4
2022-12-30,0.5,4
2022-12-31,0.5,2
2023-01-01,0.0,2
2023-01-02,0.75,16
2023-01-03,1.0,2
2023-01-04,0.4,5
2023-01-05,0.14285714285714285,7
2023-01-06,1.0,2
2023-01-07,1.0,1
2023-01-08,0.2,5
2023-01-09,0.6,5
2023-01-10,0.8,5
2023-01-11,0.5,8
2023-01-12,0.0,3
2023-01-13,1.0,1
2023-01-14,1.0,2
2023-01-15,0.6666666666666666,3
2023-01-16,0.5555555555555556,9
2023-01-17,0.0,3
2023-01-18,0.0,5
2023-01-19,0.0,1
2023-01-21,0.6666666666666666,6
2023-01-22,0.9,10
2023-01-23,0.7777777777777778,9
2023-01-24,0.8,5
2023-01-25,0.25,4
2023-01-26,0.0,2
2023-01-28,1.0,2
2023-01-29,1.0,4
2023-01-30,0.5,6
2023-01-31,0.25,4
2023-02-01,1.0,5
2023-02-02,0.5,6
2023-02-03,0.75,4
2023-02-05,0.6,5
2023-02-06,1.0,1
2023-02-07,1.0,1
2023-02-08,0.4,5
2023-02-09,0.75,4
2023-02-11,0.0,2
2023-02-12,0.6,5
2023-02-13,0.9090909090909091,11
2023-02-14,0.7142857142857143,7
2023-02-15,0.3333333333333333,9
2023-02-16,0.75,8
2023-02-17,0.5,2
2023-02-18,0.0,1
2023-02-19,-1.0,2
2023-02-20,0.4,15
2023-02-21,0.4666666666666667,15
2023-02-22,0.7068965517241379,58
2023-02-23,0.8,10
2023-02-24,0.5,4
2023-02-25,0.625,8
2023-02-26,0.7272727272727273,11
2023-02-27,0.5,8
2023-02-28,0.6666666666666666,9
2023-03-01,0.2857142857142857,7
2023-03-02,0.8,5
2023-03-03,0.0,2
2023-03-04,1.0,4
2023-03-05,1.0,2
2023-03-06,0.6363636363636364,11
2023-03-07,0.16666666666666666,6
2023-03-08,0.2,5
2023-03-09,0.8,5
2023-03-11,1.0,1
2023-03-12,-0.3333333333333333,3
2023-03-13,0.16666666666666666,6
2023-03-14,0.0,2
2023-03-15,0.9,10
2023-03-16,0.6111111111111112,18
2023-03-17,0.5,6
2023-03-18,1.0,3
2023-03-19,0.5,10
2023-03-20,0.4634146341463415,41
2023-03-21,0.7407407407407407,27
2023-03-22,0.6666666666666666,12
2023-03-23,1.0,8
2023-03-24,0.2857142857142857,7
2023-03-25,0.6,5
2023-03-26,0.2857142857142857,7
2023-03-27,0.5,8
2023-03-28,1.0,4
2023-03-29,0.6666666666666666,9
2023-03-30,0.8,5
2023-03-31,-0.14285714285714285,7
2023-04-01,0.75,4
2023-04-02,0.625,8
2023-04-03,0.0,5
2023-04-04,0.65,20
2023-04-05,0.75,8
2023-04-06,1.0,5
2023-04-07,0.0,3
2023-04-08,1.0,2
2023-04-09,0.2,5
2023-04-10,0.8333333333333334,6
2023-04-11,0.2857142857142857,7
2023-04-12,0.75,4
2023-04-13,0.25,4
2023-04-14,0.6666666666666666,3
2023-04-15,0.0,4
2023-04-16,0.6666666666666666,3
2023-04-17,0.6666666666666666,18
2023-04-18,0.38461538461538464,13
2023-04-19,0.2222222222222222,9
2023-04-20,0.4444444444444444,9
2023-04-21,0.3333333333333333,3
2023-04-22,0.6,5
2023-04-23,0.1,10
2023-04-24,0.4666666666666667,15
2023-04-25,0.75,4
2023-04-26,0.7777777777777778,9
2023-04-27,1.0,6
2023-04-28,1.0,2
2023-04-29,0.5,6
2023-04-30,0.5,10
2023-05-01,0.5,10
2023-05-02,0.4,10
2023-05-03,0.42857142857142855,7
2023-05-04,0.0,4
2023-05-05,1.0,4
2023-05-06,1.0,3
2023-05-07,0.4,5
2023-05-08,0.25,4
2023-05-09,0.8333333333333334,6
2023-05-10,0.2857142857142857,7
2023-05-11,0.4444444444444444,9
2023-05-12,1.0,1
2023-05-13,1.0,1
2023-05-14,0.75,4
2023-05-15,0.6666666666666666,15
2023-05-16,0.75,12
2023-05-17,0.6,15
2023-05-18,0.25,16
2023-05-19,0.16666666666666666,6
2023-05-20,0.5,2
2023-05-21,0.3076923076923077,26
2023-05-22,0.3888888888888889,18
2023-05-23,0.2857142857142857,21
2023-05-24,0.7818181818181819,110
2023-05-25,0.7704918032786885,61
2023-05-26,0.5625,16
2023-05-27,1.0,8
2023-05-28,0.4782608695652174,23
2023-05-29,0.676923076923077,65
2023-05-30,0.5625,48
2023-05-31,0.5172413793103449,29
2023-06-01,0.5555555555555556,27
2023-06-02,0.4166666666666667,12
2023-06-03,0.25,4
2023-06-04,0.6,5
2023-06-05,0.42857142857142855,14
2023-06-06,0.14285714285714285,14
2023-06-07,0.6,15
2023-06-08,0.6470588235294118,17
2023-06-09,0.4,5
2023-06-10,1.0,2
2023-06-11,0.7,10
2023-06-12,0.47368421052631576,19
2023-06-13,0.16666666666666666,12
2023-06-14,0.24,25
2023-06-15,0.5454545454545454,11
2023-06-16,0.2857142857142857,7
2023-06-17,1.0,3
2023-06-18,0.6666666666666666,6
2023-06-19,0.46153846153846156,13
2023-06-20,0.875,16
2023-06-21,0.14285714285714285,14
2023-06-22,0.3333333333333333,9
2023-06-23,-0.2,5
2023-06-24,0.5,4
2023-06-25,0.0,3
2023-06-26,0.5652173913043478,23
2023-06-27,-0.4117647058823529,34
2023-06-28,0.18181818181818182,22
2023-06-29,0.625,16
2023-06-30,0.8333333333333334,6
2023-07-01,0.6,5
2023-07-02,0.7272727272727273,11
2023-07-03,0.2,5
2023-07-04,0.38461538461538464,13
2023-07-05,0.4,5
2023-07-06,0.6,10
2023-07-07,0.4,5
2023-07-09,0.5,6
2023-07-10,0.5833333333333334,12
2023-07-11,0.7037037037037037,27
2023-07-12,0.5,12
2023-07-13,0.42857142857142855,14
2023-07-14,0.75,4
2023-07-15,1.0,2
2023-07-16,0.8333333333333334,6
2023-07-17,0.5555555555555556,9
2023-07-18,0.3,10
2023-07-19,-0.09090909090909091,11
2023-07-20,0.2857142857142857,14
2023-07-21,0.6,5
2023-07-22,1.0,1
2023-07-23,0.2,5
2023-07-24,0.15384615384615385,13
2023-07-25,0.75,8
2023-07-26,0.4666666666666667,15
2023-07-27,0.6666666666666666,9
2023-07-28,0.3333333333333333,3
2023-07-29,0.0,1
2023-07-30,0.5384615384615384,13
2023-07-31,0.7777777777777778,9
2023-08-01,0.3333333333333333,6
2023-08-02,0.8,5
2023-08-03,0.5,2
2023-08-04,1.0,2
2023-08-05,0.5,2
2023-08-06,0.625,8
2023-08-07,0.25,20
2023-08-08,0.4,10
2023-08-09,0.13043478260869565,23
2023-08-10,0.7142857142857143,7
2023-08-11,0.5,8
2023-08-12,1.0,3
2023-08-13,0.8,15
2023-08-14,0.5769230769230769,26
2023-08-15,0.6363636363636364,11
2023-08-16,0.3333333333333333,9
2023-08-17,0.35294117647058826,17
2023-08-18,0.6666666666666666,6
2023-08-19,0.4,5
2023-08-20,0.5666666666666667,30
2023-08-21,0.6428571428571429,42
2023-08-22,0.4576271186440678,59
2023-08-23,0.8148148148148148,108
2023-08-24,0.5714285714285714,28
2023-08-25,0.5,6
2023-08-26,0.8333333333333334,6
2023-08-27,0.7777777777777778,9
2023-08-28,0.5217391304347826,23
2023-08-29,0.5555555555555556,27
2023-08-30,0.36,25
2023-08-31,0.8125,16
2023-09-01,1.0,2
2023-09-02,1.0,2
2023-09-03,0.8888888888888888,9
2023-09-04,0.25,16
2023-09-05,0.3076923076923077,13
2023-09-06,0.5454545454545454,11
2023-09-07,0.5454545454545454,22
2023-09-08,0.8333333333333334,6
2023-09-09,1.0,2
2023-09-10,0.75,12
2023-09-11,0.391304347826087,23
2023-09-12,1.0,6
2023-09-13,0.6666666666666666,18
2023-09-14,0.0,12
2023-09-16,0.8,5
2023-09-17,0.8181818181818182,11
2023-09-18,1.0,8
2023-09-19,0.5714285714285714,7
2023-09-20,-0.375,8
2023-09-21,0.5,14
2023-09-22,0.0,4
2023-09-23,1.0,3
2023-09-24,0.6363636363636364,11
2023-09-25,0.2631578947368421,19
2023-09-26,0.3333333333333333,6
2023-09-27,0.4,10
2023-09-28,0.21428571428571427,14
2023-09-29,0.6,5
2023-09-30,0.5,2
2023-10-01,0.625,16
2023-10-02,0.36363636363636365,11
2023-10-03,0.7142857142857143,7
2023-10-04,0.5,10
2023-10-05,0.7222222222222222,18
2023-10-06,1.0,2
2023-10-07,1.0,3
2023-10-08,0.75,8
2023-10-09,0.5,16
2023-10-10,0.8181818181818182,11
2023-10-11,0.7272727272727273,11
2023-10-12,0.875,8
2023-10-13,0.5,2
2023-10-14,0.3333333333333333,3
2023-10-15,-0.2857142857142857,14
2023-10-16,-0.23809523809523808,21
2023-10-17,0.17647058823529413,34
2023-10-18,0.15384615384615385,13
2023-10-19,0.5384615384615384,13
2023-10-21,0.0,2
2023-10-22,0.45454545454545453,11
2023-10-23,0.2727272727272727,22
2023-10-24,0.26666666666666666,15
2023-10-25,-0.16666666666666666,12
2023-10-26,0.0,7
2023-10-28,1.0,3
2023-10-29,0.4,5
2023-10-30,-0.05263157894736842,19
2023-10-31,-0.16666666666666666,12
2023-11-01,0.5,10
2023-11-02,0.8333333333333334,6
2023-11-03,1.0,2
2023-11-04,-1.0,1
2023-11-05,0.875,8
2023-11-06,0.6875,16
2023-11-07,0.8181818181818182,11
2023-11-08,0.8421052631578947,19
2023-11-09,1.0,7
2023-11-10,0.5,2
2023-11-11,0.75,4
2023-11-12,0.375,16
2023-11-13,0.6956521739130435,23
2023-11-14,0.55,20
2023-11-15,0.6666666666666666,15
2023-11-16,0.5909090909090909,22
2023-11-17,0.5,6
2023-11-18,1.0,5
2023-11-19,0.75,20
2023-11-20,0.55,40
2023-11-21,0.3939393939393939,66
2023-11-22,0.7142857142857143,7
2023-11-23,-0.10714285714285714,28
2023-11-24,1.0,1
2023-11-25,0.3333333333333333,3
2023-11-26,0.5263157894736842,19
2023-11-27,0.631578947368421,19
2023-11-28,0.5384615384615384,26
2023-11-29,0.18181818181818182,11
2023-11-30,0.6666666666666666,15
2023-12-01,1.0,2
2023-12-02,1.0,6
2023-12-03,0.5625,16
2023-12-04,0.7368421052631579,19
2023-12-05,0.9444444444444444,18
2023-12-06,0.5555555555555556,9
2023-12-07,0.6111111111111112,18
2023-12-08,0.7142857142857143,7
2023-12-09,0.5,2
2023-12-10,0.75,8
2023-12-11,0.56,25
2023-12-12,0.6363636363636364,11
2023-12-13,1.0,5
2023-12-14,0.9,10
2023-12-15,0.6,5
2023-12-16,0.6,5
2023-12-17,0.8823529411764706,17
2023-12-18,0.6875,16
2023-12-19,0.4,10
2023-12-20,0.5714285714285714,14
2023-12-21,1.0,9
2023-12-22,0.6,5
2023-12-23,1.0,4
2023-12-24,0.8,5
2023-12-25,0.6363636363636364,11
2023-12-26,0.7647058823529411,17
2023-12-27,0.8571428571428571,14
2023-12-28,0.6428571428571429,28
2023-12-29,0.125,8
2023-12-30,0.875,8
2023-12-31,0.5,6
2024-01-01,0.5652173913043478,23
2024-01-02,0.5625,16
2024-01-03,0.6153846153846154,13
2024-01-04,1.0,9
2024-01-05,0.875,8
2024-01-06,0.0,3
2024-01-07,0.6129032258064516,31
2024-01-08,0.8529411764705882,34
2024-01-09,0.625,24
2024-01-10,0.7857142857142857,14
2024-01-11,0.5714285714285714,14
2024-01-12,0.5714285714285714,7
2024-01-13,1.0,8
2024-01-14,0.5,8
2024-01-15,1.0,13
2024-01-16,0.6666666666666666,15
2024-01-17,0.6,10
2024-01-18,0.9166666666666666,12
2024-01-19,1.0,4
2024-01-20,1.0,7
2024-01-21,1.0,10
2024-01-22,0.9375,16
2024-01-23,0.8333333333333334,12
2024-01-24,0.85,20
2024-01-25,0.9,10
2024-01-26,0.2857142857142857,7
2024-01-27,0.9,10
2024-01-28,0.7272727272727273,22
2024-01-29,0.875,8
2024-01-30,0.4444444444444444,18
2024-01-31,0.6428571428571429,14
2024-02-01,1.0,14
2024-02-02,1.0,5
2024-02-03,1.0,5
2024-02-04,0.9333333333333333,15
2024-02-05,0.7222222222222222,18
2024-02-06,0.7222222222222222,18
2024-02-07,0.8636363636363636,22
2024-02-08,0.75,12
2024-02-09,1.0,5
2024-02-10,0.8333333333333334,6
2024-02-11,0.8,20
2024-02-12,0.6363636363636364,33
2024-02-13,0.7037037037037037,27
2024-02-14,0.7916666666666666,48
2024-02-15,0.8181818181818182,22
2024-02-16,0.42857142857142855,7
2024-02-17,0.625,8
2024-02-18,0.7142857142857143,14
2024-02-19,0.4523809523809524,42
2024-02-20,0.25396825396825395,63
2024-02-21,0.7727272727272727,132
2024-02-22,0.8095238095238095,84
2024-02-23,0.7916666666666666,24
2024-02-24,1.0,8
2024-02-25,0.7857142857142857,28
2024-02-26,0.5357142857142857,28
2024-02-27,0.6923076923076923,26
2024-02-28,0.7,30
2024-02-29,0.6923076923076923,26
2024-03-01,0.8888888888888888,18
2024-03-02,1.0,7
2024-03-03,0.7586206896551724,29
2024-03-04,0.5263157894736842,38
2024-03-05,0.8,20
2024-03-06,0.21739130434782608,23
2024-03-07,0.7241379310344828,29
2024-03-08,0.5909090909090909,22
2024-03-09,0.5555555555555556,9
2024-03-10,0.3055555555555556,36
2024-03-11,0.6538461538461539,26
2024-03-12,0.7083333333333334,24
2024-03-13,0.3076923076923077,26
2024-03-14,0.7307692307692307,26
2024-03-15,0.9411764705882353,17
2024-03-16,0.45454545454545453,11
2024-03-17,0.6896551724137931,29
2024-03-18,0.5210084033613446,119
2024-03-19,0.864406779661017,59
2024-03-20,0.8620689655172413,29
2024-03-21,0.8823529411764706,17
2024-03-22,0.375,8
2024-03-23,0.5384615384615384,13
2024-03-24,0.8571428571428571,21
2024-03-25,1.0,12
2024-03-26,0.7142857142857143,14
2024-03-27,0.631578947368421,19
2024-03-28,0.65,20
2024-03-29,0.3333333333333333,6
2024-03-30,0.75,8
2024-03-31,0.75,12
2024-04-01,0.7142857142857143,14
2024-04-02,0.7777777777777778,18
2024-04-03,0.7647058823529411,17
2024-04-04,0.6842105263157895,19
2024-04-05,0.875,8
2024-04-06,0.14285714285714285,7
2024-04-07,1.0,13
2024-04-08,0.29411764705882354,17
2024-04-09,0.16666666666666666,30
2024-04-10,0.7037037037037037,27
2024-04-11,0.4444444444444444,27
2024-04-12,0.8181818181818182,11
2024-04-13,0.5714285714285714,7
2024-04-14,1.0,8
2024-04-15,0.7,10
2024-04-16,0.9333333333333333,15
2024-04-17,0.8421052631578947,19
2024-04-18,0.3125,16
2024-04-19,-0.06666666666666667,15
2024-04-20,-0.3333333333333333,6
2024-04-21,0.17857142857142858,28
2024-04-22,0.48,25
2024-04-23,0.875,16
2024-04-24,0.6818181818181818,22
2024-04-25,0.8947368421052632,19
2024-04-26,0.5,8
2024-04-27,1.0,3
2024-04-28,1.0,13
2024-04-29,0.5652173913043478,23
2024-04-30,0.4375,16
2024-05-01,0.47058823529411764,17
2024-05-02,1.0,8
2024-05-03,0.6,5
2024-05-04,1.0,4
2024-05-05,0.5454545454545454,11
2024-05-06,0.35294117647058826,17
2024-05-07,0.46153846153846156,13
2024-05-08,0.7272727272727273,22
2024-05-09,0.75,8
2024-05-10,1.0,3
2024-05-11,1.0,4
2024-05-12,0.5789473684210527,19
2024-05-13,0.75,12
2024-05-14,0.65,20
2024-05-15,0.5384615384615384,13
2024-05-16,0.7368421052631579,19
2024-05-17,0.46153846153846156,13
2024-05-18,1.0,5
2024-05-19,0.5111111111111111,45
2024-05-20,0.5405405405405406,37
2024-05-21,0.46551724137931033,58
2024-05-22,0.813953488372093,129
2024-05-23,0.5555555555555556,54
2024-05-24,0.4,20
2024-05-25,0.7777777777777778,9
2024-05-26,0.6,5
